date,close,daily_return,sentiment,ticker
2025-09-02,329.36,0.0,0.31579999999999997,TSLA
2025-09-03,334.09,1.4361185329123005,0.6022833333333334,TSLA
2025-09-04,338.53,1.3289832081175623,0.20222,TSLA
2025-09-05,350.84,3.6363099282190614,0.23146666666666668,TSLA
2025-09-08,346.4,-1.2655341466195402,0.32348333333333334,TSLA
2025-09-09,346.97,0.164549653579682,0.18975,TSLA
2025-09-10,347.79,0.23633167132603994,0.5195375,TSLA
2025-09-11,368.81,6.043877052244162,0.7521333333333334,TSLA
2025-09-12,395.94,7.356091212277316,0.46369999999999995,TSLA
2025-09-15,410.04,3.561145628125484,0.4281142857142858,TSLA
2025-09-16,421.62,2.8241147205150696,0.6314083333333333,TSLA
2025-09-17,425.86,1.005644893506008,0.455675,TSLA
2025-09-18,416.85,-2.115718780819986,0.6157999999999999,TSLA
2025-09-19,426.07,2.2118267962096594,0.3319166666666667,TSLA
2025-09-22,434.21,1.910484192738271,0.049128571428571424,TSLA
2025-09-23,425.85,-1.9253356670735244,0.0,TSLA
2025-09-24,442.79,3.9779264999412867,-0.2023,TSLA
2025-09-25,423.39,-4.3813094243320805,0.07979999999999998,TSLA
2025-09-26,440.4,4.017572450931772,0.4466,TSLA
2025-09-29,443.21,0.6380563124432248,0.27103333333333335,TSLA
2025-09-30,444.72,0.34069628392863205,0.047166666666666635,TSLA
2025-10-01,459.46,3.314445044072656,0.23654285714285714,TSLA
2025-10-02,436.0,-5.105993992948243,0.08221250000000001,TSLA
2025-10-03,429.83,-1.4151376146789074,-0.045,TSLA
2025-10-06,453.25,5.448665751576209,0.6843875,TSLA
2025-10-07,433.09,-4.447876447876453,0.42982,TSLA
2025-10-08,438.69,1.2930337805075132,0.3909,TSLA
2025-10-09,435.54,-0.7180469123982736,0.67185,TSLA
2025-10-10,413.49,-5.06268081002893,0.7039,TSLA
2025-10-13,435.9,5.419719944859591,0.3394111111111111,TSLA
2025-10-14,429.24,-1.5278733654507826,0.10304999999999999,TSLA
2025-10-15,435.15,1.3768521107072829,0.01644,TSLA
2025-10-16,428.75,-1.470757210157414,0.60476,TSLA
2025-10-17,439.31,2.4629737609329405,0.7269,TSLA
2025-10-20,447.43,1.848353099178257,0.2934,TSLA
2025-10-21,442.6,-1.0794984690342568,0.3992166666666666,TSLA
2025-10-22,438.97,-0.8201536375960217,0.006375000000000006,TSLA
2025-10-23,448.98,2.2803380641046145,0.2771,TSLA
2025-10-24,433.72,-3.3988150919862736,0.044466666666666654,TSLA
2025-10-27,452.42,4.3115373973992455,0.57893,TSLA
2025-10-28,460.55,1.797002785022772,0.05073333333333333,TSLA
2025-10-29,461.51,0.20844642275539282,0.3549666666666667,TSLA
2025-10-30,440.1,-4.6391194123637565,0.326075,TSLA
2025-10-31,456.56,3.7400590774823828,0.62065,TSLA
2025-11-03,468.37,2.5867355878745446,0.5155625,TSLA
2025-11-04,444.26,-5.14763968657258,0.40746666666666664,TSLA
2025-11-05,462.07,4.008913699185168,0.46901000000000004,TSLA
2025-11-06,445.91,-3.4973056030471517,0.0,TSLA
2025-11-07,429.52,-3.6756296113565567,0.37998000000000004,TSLA
2025-11-10,445.23,3.6575712423170037,0.5732999999999999,TSLA
2025-11-11,439.62,-1.2600229095074522,0.5447714285714286,TSLA
2025-11-12,430.6,-2.0517719848960447,0.3423,TSLA
2025-11-13,401.99,-6.644217371110084,0.454275,TSLA
2025-11-14,404.35,0.5870792805791281,0.34438749999999996,TSLA
2025-11-17,408.92,1.1302089773710833,0.15535714285714283,TSLA
2025-11-18,401.25,-1.8756725031791044,0.016225000000000003,TSLA
2025-11-19,403.99,0.6828660436137168,0.30056666666666665,TSLA
2025-11-20,395.23,-2.168370504220396,0.549675,TSLA
2025-11-21,391.09,-1.0474913341598668,-0.04946,TSLA
2025-11-24,417.78,6.824516096039268,0.5159272727272728,TSLA
2025-11-25,419.4,0.38776389487289453,0.25854,TSLA
2025-11-26,426.58,1.7119694802098184,0.5501142857142857,TSLA
2025-11-28,430.17,0.8415771953678153,0.54875,TSLA
2025-12-01,430.14,-0.00697398702839136,0.22843999999999998,TSLA
2025-12-02,429.24,-0.20923420281768745,0.19585555555555556,TSLA
2025-12-03,446.74,4.076973255055449,0.20941428571428572,TSLA
2025-12-04,454.53,1.7437435644894084,0.5203125,TSLA
2025-12-05,455.0,0.10340351571953565,0.61788,TSLA
2025-12-08,439.58,-3.3890109890109876,0.2644166666666667,TSLA
2025-12-09,445.17,1.271668410755722,0.61046,TSLA
2025-12-10,451.45,1.4106970370869387,0.20908333333333337,TSLA
2025-12-11,446.89,-1.010078635507805,0.4287833333333333,TSLA
2025-12-12,458.96,2.7008883617892554,0.18683333333333332,TSLA
2025-12-15,475.31,3.5624019522398465,0.34699,TSLA
2025-12-16,489.88,3.065367865182722,0.5304,TSLA
2025-12-17,467.26,-4.617457336490571,0.048811111111111125,TSLA
2025-12-18,483.37,3.447759277490059,0.5781857142857143,TSLA
2025-12-19,481.2,-0.44893146037197074,0.0,TSLA
2025-12-22,488.73,1.5648379052369155,0.8272,TSLA
2025-12-23,485.56,-0.6486198923741138,0.5814285714285715,TSLA
2025-12-24,485.4,-0.03295164346321933,0.15704,TSLA
2025-12-26,475.19,-2.10341985990935,0.8941,TSLA
2025-12-29,459.64,-3.2723752604221445,0.82488,TSLA
2025-12-30,454.43,-1.1334957793055378,0.23928,TSLA
2025-12-31,449.72,-1.0364632616684633,0.2629428571428572,TSLA
2026-01-02,438.07,-2.590500756025982,0.7282000000000001,TSLA
2026-01-05,451.67,3.1045266738192634,0.7234714285714287,TSLA
2026-01-06,432.96,-4.142404853100723,0.63442,TSLA
2026-01-07,431.41,-0.35800073909828534,0.6007,TSLA
2026-01-08,435.8,1.0175934725666913,0.6411444444444444,TSLA
2026-01-09,445.01,2.1133547498852545,0.2483,TSLA
2026-01-12,448.96,0.887620502910047,0.4179,TSLA
2026-01-13,447.2,-0.3920171062009925,0.57636,TSLA
2026-01-14,439.2,-1.7889087656529523,0.9468,TSLA
2026-01-15,438.57,-0.1434426229508179,0.36474999999999996,TSLA
2026-01-16,437.5,-0.24397473607405962,0.5109666666666667,TSLA
2026-01-20,419.25,-4.171428571428571,0.027739999999999997,TSLA
2026-01-21,431.44,2.9075730471079364,0.66609,TSLA
2026-01-22,449.36,4.153532356758771,0.33905,TSLA
2026-01-23,449.06,-0.06676161652128254,0.3799181818181818,TSLA
2026-01-26,435.2,-3.0864472453569713,0.5785428571428571,TSLA
2026-01-27,430.9,-0.988051470588236,0.5053,TSLA
2026-01-28,431.46,0.12996054769087717,0.6568384615384615,TSLA
2026-01-29,416.56,-3.453390812589807,0.6905428571428571,TSLA
2026-01-30,430.41,3.3248511618974463,0.24264999999999998,TSLA
2026-02-02,421.81,-1.99809483980391,0.5588333333333333,TSLA
2026-02-03,421.96,0.03556103458903781,0.764875,TSLA
2026-02-04,406.01,-3.7799791449426468,0.41095,TSLA
2026-02-05,397.21,-2.167434299647797,0.5549636363636363,TSLA
2026-02-06,411.11,3.4994083734045,0.622325,TSLA
2026-02-09,417.32,1.5105446230935682,0.7445666666666666,TSLA
2026-02-10,425.21,1.8906354835617645,0.17,TSLA
2026-02-11,428.27,0.7196444109969224,0.8568333333333333,TSLA
2026-02-12,417.07,-2.615172671445576,0.52405,TSLA
2026-02-13,417.44,0.0887141247272627,0.14041666666666666,TSLA
2026-02-17,410.63,-1.6313721732464592,0.17972500000000002,TSLA
2026-02-18,411.32,0.16803448359836715,0.7183,TSLA
2026-02-19,411.71,0.09481668773703156,0.7355333333333333,TSLA
2026-02-20,411.82,0.02671783536956074,0.59636,TSLA
2026-02-23,399.83,-2.9114661745422765,0.7515000000000001,TSLA
2026-02-24,409.38,2.3885151189255494,-0.12951250000000003,TSLA
